"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Oct 18 13:18:25 GMT 2024","Fri Oct 18 13:18:26 GMT 2024","715","chromium","Decimal_API/updateFunction.spec.ts","","","","updateFunction",""
"failed","Fri Oct 18 13:16:56 GMT 2024","Fri Oct 18 13:16:56 GMT 2024","739","chromium","Decimal_API/createLovGroup.spec.ts","","","","createLovGroup",""
"passed","Fri Oct 18 13:17:29 GMT 2024","Fri Oct 18 13:17:30 GMT 2024","675","chromium","Decimal_API/deleteUserRoleMpaaing.spec.ts","","","","deleteUserRoleMapping",""
"failed","Fri Oct 18 13:17:36 GMT 2024","Fri Oct 18 13:17:37 GMT 2024","707","chromium","Decimal_API/getFunction.spec.ts","","","","getFunction",""
"failed","Fri Oct 18 13:17:40 GMT 2024","Fri Oct 18 13:17:41 GMT 2024","701","chromium","Decimal_API/getFunctionRole.spec.ts","","","","getFunctionRole",""
"failed","Fri Oct 18 13:18:49 GMT 2024","Fri Oct 18 13:18:50 GMT 2024","707","chromium","Decimal_API/updateSystemRole.spec.ts","","","","updateSystemRole",""
"failed","Fri Oct 18 13:17:33 GMT 2024","Fri Oct 18 13:17:33 GMT 2024","724","chromium","Decimal_API/getEmployee.spec.ts","","","","getEmployee",""
"failed","Fri Oct 18 13:18:06 GMT 2024","Fri Oct 18 13:18:07 GMT 2024","702","chromium","Decimal_API/getProductVariant.spec.ts","","","","getProductVariant",""
"passed","Fri Oct 18 13:17:03 GMT 2024","Fri Oct 18 13:17:04 GMT 2024","750","chromium","Decimal_API/createtLovValue.spec.ts","","","","createLovValue",""
"passed","Fri Oct 18 13:17:18 GMT 2024","Fri Oct 18 13:17:18 GMT 2024","664","chromium","Decimal_API/deleteLov.spec.ts","","","","deleteLov",""
"passed","Fri Oct 18 13:17:30 GMT 2024","Fri Oct 18 13:17:30 GMT 2024","663","chromium","Decimal_API/deleteWorkflow.spec.ts","","","","deleteWorkflow",""
