"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Sep 25 13:20:47 GMT 2024","Wed Sep 25 13:20:47 GMT 2024","740","chromium","Decimal_API/updateSystemRole.spec.ts","","","","updateSystemRole",""
"failed","Wed Sep 25 13:20:06 GMT 2024","Wed Sep 25 13:20:07 GMT 2024","758","chromium","Decimal_API/getSystemRole.spec.ts","","","","getSystemRole",""
"failed","Wed Sep 25 13:19:16 GMT 2024","Wed Sep 25 13:19:17 GMT 2024","744","chromium","Decimal_API/deleteLovValue.spec.ts","","","","deleteLovValue",""
"failed","Wed Sep 25 13:20:14 GMT 2024","Wed Sep 25 13:20:14 GMT 2024","754","chromium","Decimal_API/getUserRoleMpaaing.spec.ts","","","","getUserRoleMapping",""
"failed","Wed Sep 25 13:19:13 GMT 2024","Wed Sep 25 13:19:13 GMT 2024","748","chromium","Decimal_API/deleteLovGroup.spec.ts","","","","deleteLovGroup",""
"passed","Wed Sep 25 13:18:57 GMT 2024","Wed Sep 25 13:18:58 GMT 2024","755","chromium","Decimal_API/deleteEmployee.spec.ts","","","","deleteEmployee",""
"passed","Wed Sep 25 13:19:21 GMT 2024","Wed Sep 25 13:19:22 GMT 2024","749","chromium","Decimal_API/deleteProductSubVariant.spec.ts","","","","deleteProductSubVariant",""
"failed","Wed Sep 25 13:19:01 GMT 2024","Wed Sep 25 13:19:01 GMT 2024","745","chromium","Decimal_API/deleteFunction.spec.ts","","","","deleteFunction",""
"failed","Wed Sep 25 13:20:39 GMT 2024","Wed Sep 25 13:20:40 GMT 2024","743","chromium","Decimal_API/updateProductSubVariant.spec.ts","","","","updateProductSubVariant",""
"failed","Wed Sep 25 13:20:02 GMT 2024","Wed Sep 25 13:20:03 GMT 2024","750","chromium","Decimal_API/getProductVariant.spec.ts","","","","getProductVariant",""
"failed","Wed Sep 25 13:18:41 GMT 2024","Wed Sep 25 13:18:42 GMT 2024","757","chromium","Decimal_API/createLovGroup.spec.ts","","","","createLovGroup",""
"passed","Wed Sep 25 13:20:24 GMT 2024","Wed Sep 25 13:20:25 GMT 2024","707","chromium","Decimal_API/updateLocation.spec.ts","","","","updateLocation",""
"failed","Wed Sep 25 13:19:32 GMT 2024","Wed Sep 25 13:19:33 GMT 2024","744","chromium","Decimal_API/getFunction.spec.ts","","","","getFunction",""
"failed","Wed Sep 25 13:19:28 GMT 2024","Wed Sep 25 13:19:29 GMT 2024","750","chromium","Decimal_API/getEmployee.spec.ts","","","","getEmployee",""
"passed","Wed Sep 25 13:19:22 GMT 2024","Wed Sep 25 13:19:23 GMT 2024","707","chromium","Decimal_API/deleteProductVariant.spec.ts","","","","deleteProductVariant",""
