"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Sep 30 13:19:18 GMT 2024","Mon Sep 30 13:19:19 GMT 2024","695","chromium","Decimal_API/getProductSubVariant.spec.ts","","","","getProductSubVariant",""
"failed","Mon Sep 30 13:20:06 GMT 2024","Mon Sep 30 13:20:07 GMT 2024","702","chromium","Decimal_API/updateSystemRole.spec.ts","","","","updateSystemRole",""
"passed","Mon Sep 30 13:18:18 GMT 2024","Mon Sep 30 13:18:18 GMT 2024","697","chromium","Decimal_API/createSystemRole.spec.ts","","","","createSystemRole",""
"failed","Mon Sep 30 13:18:02 GMT 2024","Mon Sep 30 13:18:03 GMT 2024","703","chromium","Decimal_API/createFunction.spec.ts","","","","createFunction",""
"passed","Mon Sep 30 13:18:33 GMT 2024","Mon Sep 30 13:18:34 GMT 2024","683","chromium","Decimal_API/deleteLov.spec.ts","","","","deleteLov",""
"failed","Mon Sep 30 13:18:36 GMT 2024","Mon Sep 30 13:18:37 GMT 2024","709","chromium","Decimal_API/deleteLovGroup.spec.ts","","","","deleteLovGroup",""
"failed","Mon Sep 30 13:18:31 GMT 2024","Mon Sep 30 13:18:32 GMT 2024","698","chromium","Decimal_API/deleteFunctionRole.spec.ts","","","","deleteFunctionRole",""
"failed","Mon Sep 30 13:18:27 GMT 2024","Mon Sep 30 13:18:28 GMT 2024","682","chromium","Decimal_API/deleteFunction.spec.ts","","","","deleteFunction",""
"failed","Mon Sep 30 13:19:54 GMT 2024","Mon Sep 30 13:19:55 GMT 2024","699","chromium","Decimal_API/updateLovValue.spec.ts","","","","updateLovValue",""
"failed","Mon Sep 30 13:19:00 GMT 2024","Mon Sep 30 13:19:00 GMT 2024","717","chromium","Decimal_API/getLocation.spec.ts","","","","getLocation",""
"passed","Mon Sep 30 13:18:16 GMT 2024","Mon Sep 30 13:18:17 GMT 2024","743","chromium","Decimal_API/createProductSubVariant.spec.ts","","","","createProductSubVariant",""
"passed","Mon Sep 30 13:18:45 GMT 2024","Mon Sep 30 13:18:45 GMT 2024","661","chromium","Decimal_API/deleteUserRoleMpaaing.spec.ts","","","","deleteUserRoleMapping",""
"failed","Mon Sep 30 13:19:50 GMT 2024","Mon Sep 30 13:19:51 GMT 2024","707","chromium","Decimal_API/updateLovGroup.spec.ts","","","","updateLovGroup",""
"passed","Mon Sep 30 13:18:07 GMT 2024","Mon Sep 30 13:18:08 GMT 2024","766","chromium","Decimal_API/createLocation.spec.ts","","","","createLocation",""
"passed","Mon Sep 30 13:19:43 GMT 2024","Mon Sep 30 13:19:44 GMT 2024","659","chromium","Decimal_API/updateLocation.spec.ts","","","","updateLocation",""
"failed","Mon Sep 30 13:18:49 GMT 2024","Mon Sep 30 13:18:49 GMT 2024","700","chromium","Decimal_API/getEmployee.spec.ts","","","","getEmployee",""
"passed","Mon Sep 30 13:19:55 GMT 2024","Mon Sep 30 13:19:56 GMT 2024","694","chromium","Decimal_API/updateProduct.spec.ts","","","","updateProduct",""
"passed","Mon Sep 30 13:19:43 GMT 2024","Mon Sep 30 13:19:43 GMT 2024","697","chromium","Decimal_API/updateFunctionRole.spec.ts","","","","updateFunctionRole",""
"passed","Mon Sep 30 13:18:43 GMT 2024","Mon Sep 30 13:18:43 GMT 2024","659","chromium","Decimal_API/deleteProductVariant.spec.ts","","","","deleteProductVariant",""
"failed","Mon Sep 30 13:19:41 GMT 2024","Mon Sep 30 13:19:42 GMT 2024","698","chromium","Decimal_API/updateFunction.spec.ts","","","","updateFunction",""
"passed","Mon Sep 30 13:18:24 GMT 2024","Mon Sep 30 13:18:25 GMT 2024","701","chromium","Decimal_API/deleteEmployee.spec.ts","","","","deleteEmployee",""
"passed","Mon Sep 30 13:18:19 GMT 2024","Mon Sep 30 13:18:20 GMT 2024","656","chromium","Decimal_API/createUser.spec.ts","","","","createUser",""
"passed","Mon Sep 30 13:18:18 GMT 2024","Mon Sep 30 13:18:19 GMT 2024","693","chromium","Decimal_API/createtLovValue.spec.ts","","","","createLovValue",""
"failed","Mon Sep 30 13:19:33 GMT 2024","Mon Sep 30 13:19:34 GMT 2024","695","chromium","Decimal_API/getUserRoleMpaaing.spec.ts","","","","getUserRoleMapping",""
"failed","Mon Sep 30 13:20:13 GMT 2024","Mon Sep 30 13:20:14 GMT 2024","698","chromium","Decimal_API/updateUserRoleMpaaing.spec.ts","","","","updateUserRoleMapping",""
"failed","Mon Sep 30 13:18:11 GMT 2024","Mon Sep 30 13:18:12 GMT 2024","739","chromium","Decimal_API/createLovGroup.spec.ts","","","","createLovGroup",""
"passed","Mon Sep 30 13:18:32 GMT 2024","Mon Sep 30 13:18:33 GMT 2024","707","chromium","Decimal_API/deleteLocation.spec.ts","","","","deleteLocation",""
