"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 14 13:18:07 GMT 2024","Mon Oct 14 13:18:08 GMT 2024","709","chromium","Decimal_API/createSystemRole.spec.ts","","","","createSystemRole",""
"failed","Mon Oct 14 13:19:06 GMT 2024","Mon Oct 14 13:19:07 GMT 2024","711","chromium","Decimal_API/getProductSubVariant.spec.ts","","","","getProductSubVariant",""
"failed","Mon Oct 14 13:18:59 GMT 2024","Mon Oct 14 13:19:00 GMT 2024","683","chromium","Decimal_API/getLovValue.spec.ts","","","","getLovValue",""
"passed","Mon Oct 14 13:18:22 GMT 2024","Mon Oct 14 13:18:22 GMT 2024","703","chromium","Decimal_API/deleteLocation.spec.ts","","","","deleteLocation",""
"failed","Mon Oct 14 13:18:45 GMT 2024","Mon Oct 14 13:18:45 GMT 2024","684","chromium","Decimal_API/getFunctionRole.spec.ts","","","","getFunctionRole",""
"passed","Mon Oct 14 13:18:09 GMT 2024","Mon Oct 14 13:18:10 GMT 2024","729","chromium","Decimal_API/createUserRoleMpaaing.spec.ts","","","","createUserRoleMapping",""
"passed","Mon Oct 14 13:19:30 GMT 2024","Mon Oct 14 13:19:31 GMT 2024","695","chromium","Decimal_API/updateFunctionRole.spec.ts","","","","updateFunctionRole",""
"failed","Mon Oct 14 13:18:25 GMT 2024","Mon Oct 14 13:18:26 GMT 2024","705","chromium","Decimal_API/deleteLovGroup.spec.ts","","","","deleteLovGroup",""
"failed","Mon Oct 14 13:18:41 GMT 2024","Mon Oct 14 13:18:42 GMT 2024","683","chromium","Decimal_API/getFunction.spec.ts","","","","getFunction",""
"passed","Mon Oct 14 13:19:31 GMT 2024","Mon Oct 14 13:19:31 GMT 2024","646","chromium","Decimal_API/updateLocation.spec.ts","","","","updateLocation",""
"failed","Mon Oct 14 13:19:37 GMT 2024","Mon Oct 14 13:19:38 GMT 2024","690","chromium","Decimal_API/updateLovGroup.spec.ts","","","","updateLovGroup",""
"failed","Mon Oct 14 13:18:56 GMT 2024","Mon Oct 14 13:18:56 GMT 2024","699","chromium","Decimal_API/getLovGroup.spec.ts","","","","getLovGroup",""
"passed","Mon Oct 14 13:19:26 GMT 2024","Mon Oct 14 13:19:26 GMT 2024","699","chromium","Decimal_API/updateEmployee.spec.ts","","","","updateEmployee",""
"passed","Mon Oct 14 13:18:06 GMT 2024","Mon Oct 14 13:18:06 GMT 2024","696","chromium","Decimal_API/createProductSubVariant.spec.ts","","","","createProductSubVariant",""
"failed","Mon Oct 14 13:19:24 GMT 2024","Mon Oct 14 13:19:25 GMT 2024","685","chromium","Decimal_API/getWorkflow.spec.ts","","","","getWorkflow",""
"failed","Mon Oct 14 13:17:56 GMT 2024","Mon Oct 14 13:17:56 GMT 2024","720","chromium","Decimal_API/createFunctionRole.spec.ts","","","","createFunctionRole",""
"passed","Mon Oct 14 13:18:06 GMT 2024","Mon Oct 14 13:18:07 GMT 2024","651","chromium","Decimal_API/createProductVariant.spec.ts","","","","createProductVariant",""
"failed","Mon Oct 14 13:18:04 GMT 2024","Mon Oct 14 13:18:05 GMT 2024","819","chromium","Decimal_API/createProduct.spec.ts","","","","createProduct",""
"passed","Mon Oct 14 13:18:14 GMT 2024","Mon Oct 14 13:18:14 GMT 2024","704","chromium","Decimal_API/deleteEmployee.spec.ts","","","","deleteEmployee",""
"failed","Mon Oct 14 13:19:10 GMT 2024","Mon Oct 14 13:19:11 GMT 2024","702","chromium","Decimal_API/getProductVariant.spec.ts","","","","getProductVariant",""
"passed","Mon Oct 14 13:17:57 GMT 2024","Mon Oct 14 13:17:58 GMT 2024","733","chromium","Decimal_API/createLocation.spec.ts","","","","createLocation",""
"failed","Mon Oct 14 13:19:14 GMT 2024","Mon Oct 14 13:19:14 GMT 2024","727","chromium","Decimal_API/getSystemRole.spec.ts","","","","getSystemRole",""
"failed","Mon Oct 14 13:18:12 GMT 2024","Mon Oct 14 13:18:13 GMT 2024","803","chromium","Decimal_API/createWorkflow.spec.ts","","","","createWorkflow",""
"failed","Mon Oct 14 13:19:34 GMT 2024","Mon Oct 14 13:19:34 GMT 2024","697","chromium","Decimal_API/updateLov.spec.ts","","","","updateLov",""
"passed","Mon Oct 14 13:17:49 GMT 2024","Mon Oct 14 13:17:49 GMT 2024","800","chromium","Decimal_API/creaatetEmployee.spec.ts","","","","createEmployee",""
"failed","Mon Oct 14 13:19:52 GMT 2024","Mon Oct 14 13:19:53 GMT 2024","682","chromium","Decimal_API/updateSystemRole.spec.ts","","","","updateSystemRole",""
"failed","Mon Oct 14 13:19:56 GMT 2024","Mon Oct 14 13:19:57 GMT 2024","687","chromium","Decimal_API/updateUser.spec.ts","","","","updateUser",""
"failed","Mon Oct 14 13:18:37 GMT 2024","Mon Oct 14 13:18:38 GMT 2024","690","chromium","Decimal_API/getEmployee.spec.ts","","","","getEmployee",""
"failed","Mon Oct 14 13:18:01 GMT 2024","Mon Oct 14 13:18:01 GMT 2024","687","chromium","Decimal_API/createLovGroup.spec.ts","","","","createLovGroup",""
"passed","Mon Oct 14 13:18:33 GMT 2024","Mon Oct 14 13:18:34 GMT 2024","760","chromium","Decimal_API/deleteUser.spec.ts","","","","deleteUser",""
"failed","Mon Oct 14 13:20:03 GMT 2024","Mon Oct 14 13:20:04 GMT 2024","688","chromium","Decimal_API/updateWorkflow.spec.ts","","","","updateWorkflow",""
