"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Oct 09 13:18:55 GMT 2024","Wed Oct 09 13:18:56 GMT 2024","829","chromium","Decimal_API/updateLovValue.spec.ts","","","","updateLovValue",""
"failed","Wed Oct 09 13:16:57 GMT 2024","Wed Oct 09 13:16:58 GMT 2024","879","chromium","Decimal_API/createFunction.spec.ts","","","","createFunction",""
"failed","Wed Oct 09 13:17:33 GMT 2024","Wed Oct 09 13:17:34 GMT 2024","808","chromium","Decimal_API/deleteLovGroup.spec.ts","","","","deleteLovGroup",""
"failed","Wed Oct 09 13:19:04 GMT 2024","Wed Oct 09 13:19:05 GMT 2024","794","chromium","Decimal_API/updateProductVariant.spec.ts","","","","updateProductVariant",""
"passed","Wed Oct 09 13:18:57 GMT 2024","Wed Oct 09 13:18:57 GMT 2024","798","chromium","Decimal_API/updateProduct.spec.ts","","","","updateProduct",""
"passed","Wed Oct 09 13:17:15 GMT 2024","Wed Oct 09 13:17:16 GMT 2024","766","chromium","Decimal_API/createUser.spec.ts","","","","createUser",""
"failed","Wed Oct 09 13:19:12 GMT 2024","Wed Oct 09 13:19:12 GMT 2024","801","chromium","Decimal_API/updateUser.spec.ts","","","","updateUser",""
"passed","Wed Oct 09 13:17:13 GMT 2024","Wed Oct 09 13:17:14 GMT 2024","759","chromium","Decimal_API/createProductVariant.spec.ts","","","","createProductVariant",""
"passed","Wed Oct 09 13:17:43 GMT 2024","Wed Oct 09 13:17:44 GMT 2024","760","chromium","Decimal_API/deleteWorkflow.spec.ts","","","","deleteWorkflow",""
"passed","Wed Oct 09 13:17:14 GMT 2024","Wed Oct 09 13:17:14 GMT 2024","772","chromium","Decimal_API/createSystemRole.spec.ts","","","","createSystemRole",""
"failed","Wed Oct 09 13:18:51 GMT 2024","Wed Oct 09 13:18:52 GMT 2024","796","chromium","Decimal_API/updateLovGroup.spec.ts","","","","updateLovGroup",""
"passed","Wed Oct 09 13:17:39 GMT 2024","Wed Oct 09 13:17:40 GMT 2024","795","chromium","Decimal_API/deleteProductSubVariant.spec.ts","","","","deleteProductSubVariant",""
"failed","Wed Oct 09 13:19:19 GMT 2024","Wed Oct 09 13:19:20 GMT 2024","793","chromium","Decimal_API/updateWorkflow.spec.ts","","","","updateWorkflow",""
"passed","Wed Oct 09 13:16:54 GMT 2024","Wed Oct 09 13:16:55 GMT 2024","939","chromium","Decimal_API/creaatetEmployee.spec.ts","","","","createEmployee",""
"failed","Wed Oct 09 13:19:15 GMT 2024","Wed Oct 09 13:19:16 GMT 2024","805","chromium","Decimal_API/updateUserRoleMpaaing.spec.ts","","","","updateUserRoleMapping",""
"failed","Wed Oct 09 13:18:37 GMT 2024","Wed Oct 09 13:18:38 GMT 2024","797","chromium","Decimal_API/getWorkflow.spec.ts","","","","getWorkflow",""
"passed","Wed Oct 09 13:17:29 GMT 2024","Wed Oct 09 13:17:30 GMT 2024","812","chromium","Decimal_API/deleteLocation.spec.ts","","","","deleteLocation",""
"failed","Wed Oct 09 13:17:50 GMT 2024","Wed Oct 09 13:17:51 GMT 2024","795","chromium","Decimal_API/getFunction.spec.ts","","","","getFunction",""
"passed","Wed Oct 09 13:18:43 GMT 2024","Wed Oct 09 13:18:44 GMT 2024","817","chromium","Decimal_API/updateFunctionRole.spec.ts","","","","updateFunctionRole",""
"failed","Wed Oct 09 13:17:58 GMT 2024","Wed Oct 09 13:17:59 GMT 2024","800","chromium","Decimal_API/getLocation.spec.ts","","","","getLocation",""
"passed","Wed Oct 09 13:17:35 GMT 2024","Wed Oct 09 13:17:35 GMT 2024","809","chromium","Decimal_API/deleteLovValue.spec.ts","","","","deleteLovValue",""
"passed","Wed Oct 09 13:17:30 GMT 2024","Wed Oct 09 13:17:31 GMT 2024","759","chromium","Decimal_API/deleteLov.spec.ts","","","","deleteLov",""
"failed","Wed Oct 09 13:17:11 GMT 2024","Wed Oct 09 13:17:12 GMT 2024","797","chromium","Decimal_API/createProduct.spec.ts","","","","createProduct",""
"passed","Wed Oct 09 13:17:14 GMT 2024","Wed Oct 09 13:17:15 GMT 2024","769","chromium","Decimal_API/createtLovValue.spec.ts","","","","createLovValue",""
"failed","Wed Oct 09 13:17:24 GMT 2024","Wed Oct 09 13:17:25 GMT 2024","792","chromium","Decimal_API/deleteFunction.spec.ts","","","","deleteFunction",""
"passed","Wed Oct 09 13:17:40 GMT 2024","Wed Oct 09 13:17:41 GMT 2024","755","chromium","Decimal_API/deleteProductVariant.spec.ts","","","","deleteProductVariant",""
"failed","Wed Oct 09 13:18:42 GMT 2024","Wed Oct 09 13:18:43 GMT 2024","809","chromium","Decimal_API/updateFunction.spec.ts","","","","updateFunction",""
"failed","Wed Oct 09 13:18:14 GMT 2024","Wed Oct 09 13:18:15 GMT 2024","800","chromium","Decimal_API/getProduct.spec.ts","","","","getProduct",""
"failed","Wed Oct 09 13:17:46 GMT 2024","Wed Oct 09 13:17:47 GMT 2024","798","chromium","Decimal_API/getEmployee.spec.ts","","","","getEmployee",""
"passed","Wed Oct 09 13:17:12 GMT 2024","Wed Oct 09 13:17:13 GMT 2024","820","chromium","Decimal_API/createProductSubVariant.spec.ts","","","","createProductSubVariant",""
"passed","Wed Oct 09 13:18:44 GMT 2024","Wed Oct 09 13:18:45 GMT 2024","760","chromium","Decimal_API/updateLocation.spec.ts","","","","updateLocation",""
"passed","Wed Oct 09 13:17:03 GMT 2024","Wed Oct 09 13:17:04 GMT 2024","776","chromium","Decimal_API/createLov.spec.ts","","","","createLov",""
"failed","Wed Oct 09 13:18:10 GMT 2024","Wed Oct 09 13:18:11 GMT 2024","806","chromium","Decimal_API/getLovValue.spec.ts","","","","getLovValue",""
