"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Oct 21 13:19:51 GMT 2024","Mon Oct 21 13:19:52 GMT 2024","688","chromium","Decimal_API/updateProductSubVariant.spec.ts","","","","updateProductSubVariant",""
"passed","Mon Oct 21 13:19:37 GMT 2024","Mon Oct 21 13:19:38 GMT 2024","653","chromium","Decimal_API/updateLocation.spec.ts","","","","updateLocation",""
"passed","Mon Oct 21 13:18:14 GMT 2024","Mon Oct 21 13:18:15 GMT 2024","789","chromium","Decimal_API/createProductSubVariant.spec.ts","","","","createProductSubVariant",""
"failed","Mon Oct 21 13:19:03 GMT 2024","Mon Oct 21 13:19:04 GMT 2024","699","chromium","Decimal_API/getLovGroup.spec.ts","","","","getLovGroup",""
"failed","Mon Oct 21 13:18:04 GMT 2024","Mon Oct 21 13:18:05 GMT 2024","807","chromium","Decimal_API/createFunctionRole.spec.ts","","","","createFunctionRole",""
"failed","Mon Oct 21 13:19:17 GMT 2024","Mon Oct 21 13:19:18 GMT 2024","689","chromium","Decimal_API/getProductVariant.spec.ts","","","","getProductVariant",""
"failed","Mon Oct 21 13:18:49 GMT 2024","Mon Oct 21 13:18:49 GMT 2024","694","chromium","Decimal_API/getFunction.spec.ts","","","","getFunction",""
"failed","Mon Oct 21 13:18:28 GMT 2024","Mon Oct 21 13:18:29 GMT 2024","691","chromium","Decimal_API/deleteFunctionRole.spec.ts","","","","deleteFunctionRole",""
"failed","Mon Oct 21 13:18:13 GMT 2024","Mon Oct 21 13:18:13 GMT 2024","733","chromium","Decimal_API/createProduct.spec.ts","","","","createProduct",""
"failed","Mon Oct 21 13:18:25 GMT 2024","Mon Oct 21 13:18:26 GMT 2024","717","chromium","Decimal_API/deleteFunction.spec.ts","","","","deleteFunction",""
"failed","Mon Oct 21 13:19:47 GMT 2024","Mon Oct 21 13:19:48 GMT 2024","684","chromium","Decimal_API/updateLovValue.spec.ts","","","","updateLovValue",""
"passed","Mon Oct 21 13:18:15 GMT 2024","Mon Oct 21 13:18:16 GMT 2024","813","chromium","Decimal_API/createProductVariant.spec.ts","","","","createProductVariant",""
"failed","Mon Oct 21 13:18:38 GMT 2024","Mon Oct 21 13:18:38 GMT 2024","689","chromium","Decimal_API/deleteProduct.spec.ts","","","","deleteProduct",""
"passed","Mon Oct 21 13:19:48 GMT 2024","Mon Oct 21 13:19:49 GMT 2024","694","chromium","Decimal_API/updateProduct.spec.ts","","","","updateProduct",""
"passed","Mon Oct 21 13:18:30 GMT 2024","Mon Oct 21 13:18:30 GMT 2024","690","chromium","Decimal_API/deleteLocation.spec.ts","","","","deleteLocation",""
"failed","Mon Oct 21 13:18:33 GMT 2024","Mon Oct 21 13:18:34 GMT 2024","691","chromium","Decimal_API/deleteLovGroup.spec.ts","","","","deleteLovGroup",""
"passed","Mon Oct 21 13:18:05 GMT 2024","Mon Oct 21 13:18:06 GMT 2024","776","chromium","Decimal_API/createLocation.spec.ts","","","","createLocation",""
"passed","Mon Oct 21 13:18:30 GMT 2024","Mon Oct 21 13:18:31 GMT 2024","739","chromium","Decimal_API/deleteLov.spec.ts","","","","deleteLov",""
"passed","Mon Oct 21 13:19:32 GMT 2024","Mon Oct 21 13:19:33 GMT 2024","690","chromium","Decimal_API/updateEmployee.spec.ts","","","","updateEmployee",""
"failed","Mon Oct 21 13:19:14 GMT 2024","Mon Oct 21 13:19:14 GMT 2024","701","chromium","Decimal_API/getProductSubVariant.spec.ts","","","","getProductSubVariant",""
"failed","Mon Oct 21 13:19:31 GMT 2024","Mon Oct 21 13:19:32 GMT 2024","687","chromium","Decimal_API/getWorkflow.spec.ts","","","","getWorkflow",""
"failed","Mon Oct 21 13:18:09 GMT 2024","Mon Oct 21 13:18:10 GMT 2024","692","chromium","Decimal_API/createLovGroup.spec.ts","","","","createLovGroup",""
