"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 08 13:17:46 GMT 2024","Tue Oct 08 13:17:46 GMT 2024","715","chromium","Decimal_API/deleteProductVariant.spec.ts","","","","deleteProductVariant",""
"passed","Tue Oct 08 13:17:19 GMT 2024","Tue Oct 08 13:17:20 GMT 2024","734","chromium","Decimal_API/createProductVariant.spec.ts","","","","createProductVariant",""
"passed","Tue Oct 08 13:17:47 GMT 2024","Tue Oct 08 13:17:48 GMT 2024","708","chromium","Decimal_API/deleteUser.spec.ts","","","","deleteUser",""
"failed","Tue Oct 08 13:19:20 GMT 2024","Tue Oct 08 13:19:21 GMT 2024","783","chromium","Decimal_API/updateUserRoleMpaaing.spec.ts","","","","updateUserRoleMapping",""
"failed","Tue Oct 08 13:18:42 GMT 2024","Tue Oct 08 13:18:43 GMT 2024","763","chromium","Decimal_API/getWorkflow.spec.ts","","","","getWorkflow",""
"failed","Tue Oct 08 13:18:38 GMT 2024","Tue Oct 08 13:18:39 GMT 2024","756","chromium","Decimal_API/getUserRoleMpaaing.spec.ts","","","","getUserRoleMapping",""
"passed","Tue Oct 08 13:18:49 GMT 2024","Tue Oct 08 13:18:50 GMT 2024","738","chromium","Decimal_API/updateLocation.spec.ts","","","","updateLocation",""
"failed","Tue Oct 08 13:19:16 GMT 2024","Tue Oct 08 13:19:17 GMT 2024","762","chromium","Decimal_API/updateUser.spec.ts","","","","updateUser",""
"failed","Tue Oct 08 13:17:04 GMT 2024","Tue Oct 08 13:17:04 GMT 2024","762","chromium","Decimal_API/createFunction.spec.ts","","","","createFunction",""
"passed","Tue Oct 08 13:17:27 GMT 2024","Tue Oct 08 13:17:27 GMT 2024","818","chromium","Decimal_API/deleteEmployee.spec.ts","","","","deleteEmployee",""
"failed","Tue Oct 08 13:18:56 GMT 2024","Tue Oct 08 13:18:57 GMT 2024","777","chromium","Decimal_API/updateLovGroup.spec.ts","","","","updateLovGroup",""
"failed","Tue Oct 08 13:17:17 GMT 2024","Tue Oct 08 13:17:18 GMT 2024","761","chromium","Decimal_API/createProduct.spec.ts","","","","createProduct",""
"failed","Tue Oct 08 13:17:25 GMT 2024","Tue Oct 08 13:17:26 GMT 2024","767","chromium","Decimal_API/createWorkflow.spec.ts","","","","createWorkflow",""
"passed","Tue Oct 08 13:17:48 GMT 2024","Tue Oct 08 13:17:49 GMT 2024","730","chromium","Decimal_API/deleteUserRoleMpaaing.spec.ts","","","","deleteUserRoleMapping",""
"passed","Tue Oct 08 13:17:09 GMT 2024","Tue Oct 08 13:17:10 GMT 2024","830","chromium","Decimal_API/createLocation.spec.ts","","","","createLocation",""
"failed","Tue Oct 08 13:19:12 GMT 2024","Tue Oct 08 13:19:13 GMT 2024","758","chromium","Decimal_API/updateSystemRole.spec.ts","","","","updateSystemRole",""
"failed","Tue Oct 08 13:18:19 GMT 2024","Tue Oct 08 13:18:20 GMT 2024","762","chromium","Decimal_API/getProduct.spec.ts","","","","getProduct",""
"failed","Tue Oct 08 13:18:35 GMT 2024","Tue Oct 08 13:18:35 GMT 2024","764","chromium","Decimal_API/getUser.spec.ts","","","","getUser",""
"failed","Tue Oct 08 13:18:04 GMT 2024","Tue Oct 08 13:18:04 GMT 2024","765","chromium","Decimal_API/getLocation.spec.ts","","","","getLocation",""
"failed","Tue Oct 08 13:17:44 GMT 2024","Tue Oct 08 13:17:44 GMT 2024","749","chromium","Decimal_API/deleteProduct.spec.ts","","","","deleteProduct",""
"passed","Tue Oct 08 13:17:49 GMT 2024","Tue Oct 08 13:17:49 GMT 2024","726","chromium","Decimal_API/deleteWorkflow.spec.ts","","","","deleteWorkflow",""
"failed","Tue Oct 08 13:17:56 GMT 2024","Tue Oct 08 13:17:57 GMT 2024","756","chromium","Decimal_API/getFunction.spec.ts","","","","getFunction",""
"failed","Tue Oct 08 13:17:52 GMT 2024","Tue Oct 08 13:17:53 GMT 2024","764","chromium","Decimal_API/getEmployee.spec.ts","","","","getEmployee",""
"failed","Tue Oct 08 13:18:52 GMT 2024","Tue Oct 08 13:18:53 GMT 2024","762","chromium","Decimal_API/updateLov.spec.ts","","","","updateLov",""
"passed","Tue Oct 08 13:17:21 GMT 2024","Tue Oct 08 13:17:21 GMT 2024","764","chromium","Decimal_API/createtLovValue.spec.ts","","","","createLovValue",""
"failed","Tue Oct 08 13:17:13 GMT 2024","Tue Oct 08 13:17:14 GMT 2024","765","chromium","Decimal_API/createLovGroup.spec.ts","","","","createLovGroup",""
"failed","Tue Oct 08 13:18:31 GMT 2024","Tue Oct 08 13:18:31 GMT 2024","756","chromium","Decimal_API/getSystemRole.spec.ts","","","","getSystemRole",""
"failed","Tue Oct 08 13:18:27 GMT 2024","Tue Oct 08 13:18:28 GMT 2024","760","chromium","Decimal_API/getProductVariant.spec.ts","","","","getProductVariant",""
"failed","Tue Oct 08 13:19:04 GMT 2024","Tue Oct 08 13:19:05 GMT 2024","775","chromium","Decimal_API/updateProductSubVariant.spec.ts","","","","updateProductSubVariant",""
"passed","Tue Oct 08 13:17:21 GMT 2024","Tue Oct 08 13:17:22 GMT 2024","755","chromium","Decimal_API/createUser.spec.ts","","","","createUser",""
"passed","Tue Oct 08 13:17:10 GMT 2024","Tue Oct 08 13:17:10 GMT 2024","756","chromium","Decimal_API/createLov.spec.ts","","","","createLov",""
"passed","Tue Oct 08 13:17:20 GMT 2024","Tue Oct 08 13:17:20 GMT 2024","734","chromium","Decimal_API/createSystemRole.spec.ts","","","","createSystemRole",""
"failed","Tue Oct 08 13:18:07 GMT 2024","Tue Oct 08 13:18:08 GMT 2024","764","chromium","Decimal_API/getLov.spec.ts","","","","getLov",""
"failed","Tue Oct 08 13:19:24 GMT 2024","Tue Oct 08 13:19:24 GMT 2024","784","chromium","Decimal_API/updateWorkflow.spec.ts","","","","updateWorkflow",""
"failed","Tue Oct 08 13:17:07 GMT 2024","Tue Oct 08 13:17:08 GMT 2024","772","chromium","Decimal_API/createFunctionRole.spec.ts","","","","createFunctionRole",""
"failed","Tue Oct 08 13:17:00 GMT 2024","Tue Oct 08 13:17:00 GMT 2024","784","chromium","Decimal_API/creaatetEmployee.spec.ts","","","","createEmployee",""
"passed","Tue Oct 08 13:17:22 GMT 2024","Tue Oct 08 13:17:23 GMT 2024","739","chromium","Decimal_API/createUserRoleMpaaing.spec.ts","","","","createUserRoleMapping",""
"passed","Tue Oct 08 13:17:36 GMT 2024","Tue Oct 08 13:17:37 GMT 2024","722","chromium","Decimal_API/deleteLov.spec.ts","","","","deleteLov",""
"passed","Tue Oct 08 13:19:01 GMT 2024","Tue Oct 08 13:19:02 GMT 2024","784","chromium","Decimal_API/updateProduct.spec.ts","","","","updateProduct",""
"passed","Tue Oct 08 13:18:48 GMT 2024","Tue Oct 08 13:18:49 GMT 2024","784","chromium","Decimal_API/updateFunctionRole.spec.ts","","","","updateFunctionRole",""
"failed","Tue Oct 08 13:18:23 GMT 2024","Tue Oct 08 13:18:24 GMT 2024","756","chromium","Decimal_API/getProductSubVariant.spec.ts","","","","getProductSubVariant",""
"failed","Tue Oct 08 13:18:15 GMT 2024","Tue Oct 08 13:18:16 GMT 2024","765","chromium","Decimal_API/getLovValue.spec.ts","","","","getLovValue",""
"passed","Tue Oct 08 13:18:44 GMT 2024","Tue Oct 08 13:18:44 GMT 2024","773","chromium","Decimal_API/updateEmployee.spec.ts","","","","updateEmployee",""
"passed","Tue Oct 08 13:17:35 GMT 2024","Tue Oct 08 13:17:36 GMT 2024","791","chromium","Decimal_API/deleteLocation.spec.ts","","","","deleteLocation",""
"failed","Tue Oct 08 13:18:11 GMT 2024","Tue Oct 08 13:18:12 GMT 2024","764","chromium","Decimal_API/getLovGroup.spec.ts","","","","getLovGroup",""
"passed","Tue Oct 08 13:17:45 GMT 2024","Tue Oct 08 13:17:46 GMT 2024","761","chromium","Decimal_API/deleteProductSubVariant.spec.ts","","","","deleteProductSubVariant",""
"failed","Tue Oct 08 13:18:47 GMT 2024","Tue Oct 08 13:18:48 GMT 2024","753","chromium","Decimal_API/updateFunction.spec.ts","","","","updateFunction",""
"passed","Tue Oct 08 13:17:47 GMT 2024","Tue Oct 08 13:17:47 GMT 2024","719","chromium","Decimal_API/deleteSystemRole.spec.ts","","","","deleteSystemRole",""
"failed","Tue Oct 08 13:19:00 GMT 2024","Tue Oct 08 13:19:01 GMT 2024","772","chromium","Decimal_API/updateLovValue.spec.ts","","","","updateLovValue",""
